,situation,location,gc_id,fruit_situation_id,number_of_fruit,target,month_creation_date_answer,day_creation_date_answer,hour_creation_date_answer,year_creation_date_global,month_creation_date_global,day_creation_date_global,hour_creation_date_global,month_creation_date_request,day_creation_date_request,hour_creation_date_request,AP_0,favorite_fruit_0,hobby_0,hobby_1,green_vegetables_0
47,-1,39,20,200,0,1,3,26,18,2019,2,18,13,3,26,18,1,1,0,1,1
48,-1,75,10,200,-1,0,1,14,9,2018,2,27,12,1,14,9,1,1,0,1,1
49,-1,315710,40,200,-1,0,3,21,17,2018,9,5,19,3,21,17,1,0,0,1,1
50,-1,34,100,200,-1,0,2,2,15,2019,1,25,12,2,2,15,1,0,0,1,1
51,-1,13,10,160,-1,2,2,5,20,2018,10,2,12,2,5,20,1,1,0,1,1
52,-1,45,100,200,-1,0,3,18,14,2018,12,26,15,3,18,14,1,0,0,1,1
53,-1,315710,10,200,-1,0,2,16,16,2019,2,6,16,2,16,16,1,1,0,1,1
54,-1,10,10,120,-1,2,3,11,8,2018,11,6,10,3,11,8,1,1,0,1,1
55,-1,50,10,170,-1,0,1,9,10,2018,5,15,13,1,9,10,1,1,0,1,1
56,-1,315710,10,200,0,0,1,28,17,2018,2,20,17,1,28,17,1,1,0,1,1
57,-1,50,40,80,-1,3,2,19,13,2019,2,19,14,2,19,13,1,0,0,1,0
58,-1,94,100,200,-1,0,3,29,9,2019,3,8,11,3,29,9,1,0,0,1,1
59,-1,80,10,100,-1,2,2,18,10,2018,5,23,12,2,18,10,1,1,0,1,1
60,-1,93,50,50,-1,2,1,23,11,2018,10,13,16,1,23,11,1,0,0,1,1
61,-1,13,10,200,-1,0,3,7,11,2018,6,7,18,3,7,11,1,1,0,1,1
62,-1,60,10,200,0,0,3,26,11,2019,2,5,16,3,26,11,1,1,0,1,1
63,-1,64,10,200,-1,0,2,11,12,2018,9,10,14,2,11,12,1,1,0,1,1
64,-1,47,10,10,-1,1,2,22,9,2018,8,29,12,2,22,9,1,1,0,1,1
65,-1,22,100,10,-1,1,2,21,20,2017,12,3,18,2,21,20,1,0,0,1,1
66,-1,58,10,170,-1,0,2,19,16,2019,2,12,11,2,19,16,1,1,0,1,1
67,-1,27,30,200,-1,0,2,13,10,2018,5,1,12,2,13,10,1,1,0,0,1
68,-1,6,10,10,-1,0,2,20,14,2019,2,5,14,2,20,14,1,1,0,1,1
69,-1,88,20,200,-1,0,1,22,16,2019,1,10,18,1,22,16,1,1,0,1,1
70,-1,84,10,10,0,1,1,23,9,2016,8,31,0,1,23,9,1,1,0,1,1
71,-1,94,100,200,-1,0,3,29,15,2019,3,18,15,3,29,15,1,0,0,1,1
72,-1,11,10,10,-1,1,3,29,16,2019,1,26,13,3,29,16,1,1,0,1,1
73,-1,18,10,10,-1,1,3,20,13,2019,3,11,10,3,20,13,1,1,0,1,1
74,-1,60,10,200,-1,0,1,20,11,2019,1,10,12,1,20,11,1,1,0,1,1
75,-1,6,20,170,-1,0,3,19,21,2019,3,19,21,3,19,21,1,1,0,1,1
76,-1,13,10,160,-1,0,1,13,17,2019,1,13,17,1,13,17,1,1,0,1,1
77,-1,67,10,10,-1,1,3,11,8,2018,11,21,12,3,11,8,1,1,0,0,1
78,-1,92,60,160,3,1,1,17,7,2019,1,12,21,1,17,7,1,0,0,1,1
79,-1,43,40,10,-1,1,2,14,8,2019,2,5,14,2,14,8,1,0,0,1,1
80,-1,92,10,200,-1,1,2,6,8,2019,2,6,8,2,6,8,1,1,0,1,1
81,-1,92,10,160,-1,1,1,26,9,2019,1,26,9,1,26,9,1,1,0,1,1
82,-1,69,10,10,-1,1,3,5,9,2019,1,2,23,3,5,9,1,1,0,1,1
83,-1,70,10,200,0,0,3,10,14,2018,3,19,13,3,10,14,1,1,0,1,1
84,-1,93,10,10,-1,1,1,11,7,2018,11,22,19,1,11,7,1,1,0,1,1
85,-1,70,10,200,0,1,1,7,13,2018,3,19,13,1,7,13,1,1,0,1,1
86,-1,45,10,200,0,1,1,13,8,2018,8,28,10,1,13,8,1,1,0,1,1
87,-1,70,20,200,0,1,3,23,9,2018,3,19,14,3,23,9,1,1,0,1,1
88,-1,29,10,10,-1,1,1,6,13,2018,1,28,19,1,6,13,1,1,0,1,1
89,-1,13,10,200,-1,2,2,23,7,2018,12,10,15,2,23,7,1,1,0,1,1
90,-1,93,40,50,-1,2,1,9,17,2018,12,12,10,1,9,17,1,0,0,1,1
91,-1,89,10,200,0,0,2,26,14,2018,9,10,10,2,26,14,1,1,0,1,1
92,-1,83,20,170,-1,2,1,14,9,2018,5,22,17,1,14,9,1,1,0,1,1
93,-1,64,10,170,-1,0,1,29,8,2017,12,31,12,1,29,8,1,1,0,1,1
94,-1,34,10,200,-1,0,2,28,15,2019,2,25,13,2,28,15,1,1,0,1,1
95,-1,81,10,10,-1,1,3,5,13,2018,6,25,9,3,5,13,1,1,0,1,1
96,-1,26,10,160,-1,1,3,20,8,2017,12,6,10,3,20,8,1,1,0,1,1
97,-1,38,10,10,0,1,2,20,14,2018,6,18,14,2,20,14,1,1,0,1,0
98,20,39,40,120,4,0,3,8,13,2019,3,8,13,3,8,13,1,0,0,1,1
99,-1,95,100,160,-1,2,2,11,20,2019,1,14,19,2,11,20,1,0,0,1,1
100,-1,43,10,10,-1,1,1,13,10,2018,11,28,15,1,13,10,1,1,0,1,0
101,-1,70,10,200,-1,0,2,10,12,2018,7,25,8,2,10,12,1,1,0,1,1
102,-1,34,10,200,-1,0,2,15,10,2018,3,9,11,2,15,10,1,1,0,1,1
103,-1,63,10,10,-1,1,1,30,10,2018,9,17,14,1,30,10,1,1,0,1,1
104,-1,29,10,10,0,1,2,16,15,2019,1,29,9,2,16,15,1,1,0,1,1
105,-1,32,10,200,-1,1,1,12,18,2018,12,30,15,1,12,18,1,1,0,1,1
106,-1,39,10,200,-1,0,3,13,7,2019,3,13,7,3,13,7,1,1,0,1,1
107,-1,67,10,10,-1,2,2,18,12,2018,8,6,12,2,18,12,1,1,0,1,1
108,-1,87,10,170,-1,0,3,29,16,2018,8,7,15,3,29,16,1,1,0,1,1
109,-1,43,10,10,0,1,1,21,11,2017,11,23,11,1,21,11,1,1,0,1,1
110,-1,34,80,10,-1,1,2,13,19,2019,1,9,19,2,13,19,1,1,0,1,1
111,-1,70,20,200,-1,0,2,25,15,2019,1,2,10,2,25,15,1,1,0,1,1
112,-1,10,10,200,0,0,3,28,18,2019,1,15,14,3,28,18,1,1,0,1,1
113,-1,68,20,10,0,0,3,18,10,2018,4,1,18,3,18,10,1,1,0,1,1
114,-1,11,10,10,-1,1,3,11,13,2018,12,6,9,3,11,13,1,1,0,1,1
115,-1,58,10,200,-1,0,2,8,9,2019,2,1,12,2,8,9,1,1,0,1,1
116,-1,84,30,10,-1,1,3,22,9,2019,3,8,16,3,22,9,1,0,0,1,1
117,-1,54,10,200,-1,2,3,14,13,2018,3,9,13,3,14,13,1,1,0,1,1
118,-1,35,10,200,-1,0,1,15,14,2018,1,15,12,1,15,14,1,1,0,1,1
119,-1,95,20,10,-1,1,1,7,14,2018,12,27,19,1,7,14,1,1,0,1,1
120,10,17,40,50,1,2,1,24,11,2018,12,5,11,1,24,11,1,0,0,1,1
121,-1,36,10,200,0,2,2,18,8,2018,10,17,7,2,18,8,1,1,0,1,1
122,-1,73,10,10,-1,1,1,6,18,2018,12,27,9,1,6,18,1,1,0,1,1
123,-1,70,20,200,-1,1,1,28,9,2019,2,12,13,1,28,9,1,1,0,1,1
124,-1,93,40,200,-1,2,2,2,0,2019,2,2,0,2,2,0,1,0,0,1,1
125,10,95,100,50,2,3,3,1,9,2018,9,20,19,3,1,9,1,0,0,1,1
126,-1,46,10,160,-1,1,3,26,19,2018,1,26,10,3,26,19,1,1,0,1,1
127,-1,70,10,200,-1,0,1,12,13,2018,11,14,15,1,12,13,1,1,0,1,1
128,-1,63,20,120,0,3,1,25,14,2018,9,4,9,1,25,14,1,1,0,1,1
129,-1,32,10,200,-1,0,2,15,18,2019,1,24,21,2,15,18,1,1,0,1,1
130,-1,61,10,200,0,0,3,1,11,2017,1,7,0,3,1,11,1,1,0,1,1
131,-1,14,20,10,0,1,3,9,18,2018,11,6,16,3,9,18,1,1,0,1,1
132,-1,94,60,200,-1,0,3,8,12,2018,12,31,13,3,8,12,1,0,0,1,0
133,-1,92,40,50,1,1,2,28,16,2019,1,28,16,2,28,16,1,0,0,1,1
134,-1,61,10,200,-1,0,3,6,13,2019,1,29,8,3,6,13,1,1,0,1,1
135,-1,43,20,10,-1,1,3,27,9,2019,3,6,16,3,27,9,1,1,0,1,1
136,-1,93,10,10,-1,1,2,19,12,2018,10,23,6,2,19,12,1,1,0,1,1
137,-1,100,10,10,-1,1,2,3,4,2018,1,14,13,2,3,4,1,1,0,1,1
138,-1,95,20,170,-1,0,2,3,16,2019,2,3,16,2,3,16,1,1,0,1,1
139,-1,14,10,200,-1,1,3,6,7,2019,2,28,20,3,6,7,1,1,0,1,1
140,-1,37,10,200,0,0,1,3,9,2018,12,21,14,1,3,9,1,1,0,1,1
141,-1,94,100,200,-1,0,2,26,7,2019,2,18,11,2,26,7,1,0,0,1,1
142,-1,13,10,200,-1,0,1,19,8,2019,1,16,20,1,19,8,1,1,0,1,1
143,-1,73,10,200,-1,0,2,6,13,2019,2,6,13,2,6,13,1,1,0,1,1
144,-1,68,10,200,-1,2,3,13,10,2018,1,11,13,3,13,10,1,1,0,1,1
145,-1,47,100,10,-1,1,2,1,10,2018,12,4,18,2,1,10,1,0,0,1,1
146,-1,79,20,10,-1,2,2,1,7,2019,1,8,14,2,1,7,1,1,0,1,1
147,-1,80,20,10,-1,2,3,26,9,2018,1,2,13,3,26,9,1,1,0,1,1
148,-1,93,10,200,0,0,2,6,18,2019,2,6,18,2,6,18,1,1,0,1,1
149,-1,87,20,170,-1,0,2,11,19,2019,2,6,18,2,11,19,1,1,0,1,1
150,-1,10,20,200,0,0,3,15,8,2019,3,7,17,3,15,8,1,1,0,1,1
151,-1,13,10,10,-1,0,1,11,8,2018,7,24,9,1,11,8,1,1,0,1,1
152,-1,61,10,170,-1,0,2,22,11,2019,1,9,12,2,22,11,1,1,0,1,1
153,-1,34,10,200,-1,0,2,8,10,2019,1,27,15,2,8,10,1,1,0,1,1
154,-1,54,20,170,-1,1,1,2,13,2018,8,30,12,1,2,13,1,1,0,1,1
155,-1,33,10,10,-1,1,3,15,19,2019,3,10,8,3,15,19,1,1,0,1,1
156,-1,13,10,170,-1,0,3,26,21,2018,12,20,19,3,26,21,1,1,0,1,1
157,-1,34,30,200,-1,0,3,5,12,2018,12,26,15,3,5,12,1,0,0,1,1
158,10,99,40,220,3,0,3,21,14,2019,4,2,15,3,21,14,1,1,0,1,1
159,-1,59,80,10,-1,1,3,16,9,2019,3,13,20,3,16,9,1,1,0,1,1
160,-1,6,10,10,-1,2,2,22,17,2018,6,27,16,2,22,17,1,1,0,1,1
161,-1,32,20,10,-1,1,1,7,8,2019,1,7,8,1,7,8,1,1,0,1,1
162,-1,38,100,50,-1,2,2,11,14,2019,1,14,16,2,11,14,1,0,0,1,1
163,-1,315670,10,170,0,0,3,8,8,2017,9,1,15,3,8,8,1,1,0,1,1
164,-1,34,10,200,-1,0,3,19,10,2018,3,29,12,3,19,10,1,1,0,1,1
165,-1,36,20,200,-1,1,3,13,9,2018,12,18,16,3,13,9,1,1,0,1,1
166,-1,96,70,200,-1,0,1,1,14,2018,11,21,11,1,1,14,1,0,0,1,1
167,-1,95,10,200,0,2,2,15,12,2018,10,4,14,2,15,12,1,1,0,1,1
168,-1,39,20,200,0,0,1,16,8,2019,1,16,6,1,16,8,1,1,0,1,1
169,-1,79,40,200,2,0,1,14,10,2019,1,7,9,1,14,10,1,0,0,1,1
170,-1,22,20,10,-1,1,2,28,14,2019,1,5,18,2,28,14,1,1,0,1,1
171,-1,38,10,10,-1,1,2,4,15,2017,12,7,17,2,4,15,1,1,0,1,1
172,-1,68,100,200,-1,0,3,27,9,2018,3,12,16,3,27,9,1,0,0,1,1
173,-1,45,40,200,1,2,2,22,14,2019,1,17,13,2,22,14,1,0,0,1,1
174,-1,73,40,10,-1,1,1,16,10,2018,11,23,11,1,16,10,1,0,0,1,1
175,-1,78,40,200,3,0,3,27,6,2019,3,25,9,3,27,6,1,0,0,1,0
176,-1,64,10,170,-1,2,3,18,10,2018,7,4,8,3,18,10,1,1,0,1,1
177,-1,68,10,200,-1,0,1,16,11,2018,8,24,9,1,16,11,1,1,0,1,1
178,-1,43,70,10,-1,1,3,21,8,2019,2,20,18,3,21,8,1,0,0,1,1
179,-1,72,10,10,-1,2,1,3,19,2018,11,26,11,1,3,19,1,1,0,1,1
180,-1,68,10,200,-1,2,2,18,15,2018,10,4,15,2,18,15,1,1,0,1,1
181,-1,2,10,200,-1,0,1,25,8,2019,1,25,8,1,25,8,1,1,0,1,1
182,-1,16,10,10,-1,1,1,21,7,2018,3,16,8,1,21,7,1,1,0,1,1
183,-1,79,10,200,0,0,1,2,6,2018,11,12,12,1,2,6,1,1,0,1,1
184,-1,70,10,200,-1,0,3,2,14,2018,10,31,17,3,2,14,1,1,0,1,1
185,-1,69,10,200,-1,0,2,20,10,2019,2,15,19,2,20,10,1,1,0,1,1
186,-1,61,10,200,-1,0,3,16,12,2018,10,15,10,3,16,12,1,1,0,1,1
187,-1,96,10,50,0,2,3,19,9,2019,1,11,10,3,19,9,1,1,0,1,1
188,-1,67,10,10,-1,1,1,16,8,2017,11,1,18,1,16,8,1,1,0,1,1
189,-1,68,20,200,-1,0,3,4,7,2018,1,13,21,3,4,7,1,1,0,1,1
190,-1,100,10,200,0,1,1,27,8,2018,10,3,4,1,27,8,1,1,0,1,1
191,-1,68,10,200,-1,0,3,30,14,2019,1,28,12,3,30,14,1,1,0,1,1
192,-1,81,10,10,-1,1,2,16,14,2018,8,28,15,2,16,14,1,1,0,1,1
193,-1,61,10,10,0,1,3,10,9,2018,5,5,14,3,10,9,1,1,0,1,1
194,-1,95,20,130,0,0,3,1,13,2019,3,1,13,3,1,13,1,1,0,1,1
195,-1,96,100,50,1,2,3,20,8,2017,11,29,15,3,20,8,1,0,0,1,1
196,-1,81,10,10,-1,1,2,13,14,2019,2,13,14,2,13,14,1,1,0,1,1
197,-1,100,10,10,-1,1,2,7,4,2019,1,24,2,2,7,4,1,1,0,1,1
198,-1,34,100,200,-1,0,3,12,12,2018,1,5,15,3,12,12,1,0,0,1,1
199,-1,22,10,10,-1,1,2,25,20,2018,5,7,15,2,25,20,1,1,0,1,1
200,-1,78,10,200,0,0,2,18,16,2019,2,18,16,2,18,16,1,1,0,1,1
201,-1,81,20,10,-1,2,2,15,14,2018,12,29,2,2,15,14,1,1,0,1,1
202,-1,47,10,10,-1,1,2,6,8,2018,9,30,7,2,6,8,1,1,0,1,1
203,-1,34,10,200,0,0,2,25,15,2019,2,25,15,2,25,15,1,1,0,1,1
204,-1,81,10,10,-1,1,1,21,12,2018,6,25,11,1,21,12,1,1,0,1,1
205,-1,6,10,200,-1,1,1,27,20,2019,1,27,20,1,27,20,1,1,0,1,1
206,10,39,100,160,3,0,3,3,8,2019,2,6,7,3,3,8,1,0,0,1,1
207,-1,13,10,200,0,2,3,16,10,2018,1,19,0,3,16,10,1,1,0,1,1
208,-1,87,10,170,-1,0,2,18,13,2019,1,7,11,2,18,13,1,1,0,1,1
209,-1,34,10,200,-1,2,3,20,22,2018,2,13,16,3,20,22,1,1,0,1,1
210,-1,16,80,10,-1,0,3,1,8,2019,1,22,21,3,1,8,1,1,0,1,1
211,-1,79,10,200,0,0,2,14,9,2019,1,23,15,2,14,9,1,1,0,1,1
212,-1,95,100,50,-1,0,1,21,15,2018,10,26,13,1,21,15,1,0,0,1,1
213,-1,60,60,200,-1,0,3,23,15,2019,3,22,10,3,23,15,1,0,0,1,1
214,-1,17,10,10,-1,0,3,26,14,2018,9,26,9,3,26,14,1,1,0,1,1
215,-1,84,10,200,-1,1,1,17,10,2019,1,17,7,1,17,10,1,1,0,1,1
216,-1,38,10,200,-1,0,2,28,14,2018,11,22,16,2,28,14,1,1,0,1,1
217,-1,18,10,10,-1,1,1,25,8,2018,7,12,8,1,25,8,1,1,0,1,1
218,-1,93,40,50,-1,1,3,25,10,2019,3,11,10,3,25,10,1,0,0,1,1
219,-1,55,20,200,-1,3,1,15,10,2019,1,17,14,1,15,10,1,1,0,1,1
220,-1,60,10,200,0,0,2,14,13,2018,11,26,11,2,14,13,1,1,0,1,1
221,-1,60,20,200,-1,0,2,13,7,2019,1,5,16,2,13,7,1,1,0,1,1
222,-1,78,120,80,-1,1,3,9,23,2019,3,10,6,3,9,23,1,1,0,1,1
223,-1,71,10,10,0,1,1,14,10,2018,12,20,9,1,14,10,1,1,0,1,1
224,-1,39,10,200,0,0,3,30,18,2019,3,30,18,3,30,18,1,1,0,1,1
225,-1,45,20,200,-1,0,3,8,18,2019,4,8,15,3,8,18,1,1,0,1,1
226,-1,18,10,10,0,1,3,22,8,2017,12,14,0,3,22,8,1,1,0,1,1
227,-1,15,10,170,0,2,1,14,17,2019,1,20,12,1,14,17,1,1,0,1,1
228,-1,13,10,200,0,0,1,7,12,2016,7,30,0,1,7,12,1,1,0,1,1
229,-1,81,10,10,0,1,1,15,12,2018,6,25,15,1,15,12,1,1,0,1,1
230,-1,86,10,10,-1,0,1,2,7,2017,12,20,14,1,2,7,1,1,0,1,1
231,-1,50,10,10,0,1,2,22,8,2019,1,29,10,2,22,8,1,1,0,1,1
232,-1,17,10,160,0,0,3,15,14,2016,12,31,0,3,15,14,1,1,0,1,1
233,-1,6,10,160,-1,3,2,16,20,2019,2,16,20,2,16,20,1,1,0,1,1
234,-1,70,40,200,2,0,3,19,16,2018,3,19,13,3,19,16,1,0,0,1,1
235,-1,93,20,20,-1,1,3,28,7,2018,12,21,9,3,28,7,1,1,0,1,1
236,-1,35,10,200,0,0,1,25,8,2018,7,2,7,1,25,8,1,1,0,0,1
237,-1,14,10,200,-1,0,1,20,18,2018,12,26,13,1,20,18,1,1,0,1,1
238,-1,69,10,10,-1,2,1,8,10,2018,7,14,7,1,8,10,1,1,0,1,1
239,-1,52,30,200,-1,0,1,12,18,2018,12,26,12,1,12,18,1,0,0,1,1
240,-1,95,40,50,1,1,3,18,10,2018,11,26,12,3,18,10,1,0,0,1,1
241,-1,96,10,10,0,2,2,6,9,2018,12,14,18,2,6,9,1,1,0,1,1
242,-1,22,10,10,0,1,1,24,20,2014,5,8,0,1,24,20,1,1,0,1,1
243,-1,63,10,100,-1,1,1,14,21,2019,1,15,10,1,14,21,1,1,0,1,1
244,-1,70,100,200,-1,0,2,6,10,2019,1,22,9,2,6,10,1,0,0,1,1
245,-1,92,100,160,2,1,1,3,20,2018,12,28,15,1,3,20,1,0,0,1,1
246,-1,39,10,200,0,0,3,5,18,2019,2,19,13,3,5,18,1,1,0,1,1
247,-1,29,10,10,-1,1,2,19,19,2019,1,9,20,2,19,19,1,1,0,1,1
248,-1,14,10,10,0,1,1,25,10,2017,7,27,0,1,25,10,1,1,0,1,1
249,-1,95,100,120,-1,2,1,25,20,2019,1,25,20,1,25,20,1,0,0,1,1
250,-1,22,80,10,-1,1,2,21,14,2019,1,25,19,2,21,14,1,1,0,1,1
251,-1,36,10,200,0,1,2,24,7,2017,10,29,0,2,24,7,1,1,0,1,1
252,-1,10,30,10,-1,1,1,21,9,2019,1,14,9,1,21,9,1,0,0,1,1
253,-1,32,20,10,-1,1,2,25,11,2019,1,7,14,2,25,11,1,1,0,1,1
254,-1,3,10,10,0,1,3,7,8,2019,1,17,10,3,7,8,0,1,0,1,1
255,-1,60,20,120,-1,0,3,20,20,2019,3,20,20,3,20,20,1,1,0,1,1
256,-1,43,10,10,0,1,2,26,15,2018,10,30,14,2,26,15,1,1,0,1,1
257,-1,47,10,10,-1,0,3,15,9,2018,9,30,7,3,15,9,1,1,0,1,1
258,-1,45,20,10,0,0,2,12,12,2017,12,7,12,2,12,12,1,1,0,1,1
259,-1,53,20,120,-1,0,1,29,8,2019,1,28,16,1,29,8,1,1,0,1,1
260,-1,30,20,10,-1,2,1,29,15,2019,1,10,17,1,29,15,1,1,0,1,1
261,-1,60,10,200,0,0,3,6,8,2018,11,23,12,3,6,8,1,1,0,1,1
262,-1,39,30,200,0,0,2,28,20,2019,1,23,11,2,28,20,1,0,0,1,1
263,-1,47,70,200,-1,1,1,30,8,2019,1,30,10,1,30,8,1,0,0,1,1
264,-1,86,10,200,0,0,3,5,15,2019,2,5,9,3,5,15,1,1,0,1,1
265,-1,59,80,10,-1,0,1,8,9,2019,1,10,13,1,8,9,1,1,0,1,1
266,-1,78,10,10,-1,1,1,23,7,2018,11,18,11,1,23,7,1,1,0,1,1
267,-1,32,10,200,-1,1,2,22,11,2019,1,9,16,2,22,11,1,1,0,1,1
268,-1,95,40,50,-1,2,3,28,10,2018,10,19,13,3,28,10,1,0,0,1,1
269,-1,59,80,10,-1,1,1,19,9,2019,1,10,13,1,19,9,1,1,0,1,1
270,-1,92,40,200,1,0,3,2,9,2018,12,18,10,3,2,9,1,0,0,1,1
271,-1,68,10,200,-1,1,3,21,22,2016,7,20,0,3,21,22,1,1,0,1,1
272,-1,36,10,10,-1,1,1,8,9,2019,1,6,10,1,8,9,1,1,0,1,1
273,-1,34,100,200,-1,0,3,5,17,2019,2,25,10,3,5,17,1,0,0,1,1
274,-1,315710,20,200,-1,1,2,3,18,2018,12,15,19,2,3,18,1,1,0,1,1
275,-1,58,20,120,-1,0,3,1,13,2018,2,8,0,3,1,13,1,1,0,1,1
276,-1,3,30,10,-1,1,3,11,8,2018,12,28,9,3,11,8,1,0,0,1,1
277,-1,29,80,10,-1,1,2,10,17,2019,1,25,13,2,10,17,1,1,0,1,1
278,-1,68,40,200,-1,0,2,16,9,2018,9,26,14,2,16,9,1,0,0,1,1
279,-1,14,10,200,0,1,3,7,8,2018,8,1,13,3,7,8,1,1,0,1,1
280,-1,68,60,200,-1,0,2,10,15,2017,7,6,0,2,10,15,1,0,0,1,1
281,-1,78,10,200,0,0,1,7,18,2018,12,14,16,1,7,18,1,1,0,1,1
282,-1,34,10,10,0,1,1,27,22,2018,2,21,18,1,27,22,1,1,0,1,1
283,-1,38,10,10,-1,0,2,27,14,2017,10,31,14,2,27,14,1,1,0,1,1
284,-1,22,40,170,-1,2,1,17,16,2019,1,17,17,1,17,16,1,0,0,1,1
285,-1,95,20,10,0,1,2,1,8,2018,12,15,12,2,1,8,1,1,0,1,1
286,-1,94,60,120,-1,0,2,13,8,2018,12,31,13,2,13,8,1,0,0,1,0
287,-1,69,10,130,-1,2,2,26,9,2017,9,26,0,2,26,9,1,1,0,1,1
288,-1,60,10,200,-1,0,1,1,10,2018,10,11,10,1,1,10,1,1,0,1,1
289,-1,60,10,200,0,0,2,27,9,2018,12,4,11,2,27,9,1,1,0,1,1
290,-1,28,80,50,-1,2,1,16,8,2018,5,17,16,1,16,8,1,1,0,1,1
291,-1,36,10,200,-1,0,1,16,8,2018,2,27,13,1,16,8,1,1,0,1,1
